id,target
133627,256.8341242201876
133629,39.932555323992474
133630,34.25078915580193
133631,33.585409989166386
133633,35.15306370378767
133634,40.911090163199404
133635,221.08090884762458
133637,38.69818913571234
133638,34.54454020194778
133639,34.94792600548362
133641,33.336722796920846
133642,41.21987388408528
133643,197.24146174944437
133645,38.376310481798576
133646,36.633880735719025
133647,38.116056468669065
133649,34.04244399626929
133650,41.663380630926554
133651,180.18308024293702
133653,38.25128278942137
133654,37.35355689578333
133655,41.87442750707501
133657,34.08999649344104
133658,41.828752630014044
133659,159.59829598591216
133661,37.84002503543015
133662,41.770580290673145
133663,44.84587735909036
133665,34.10368211236584
133666,41.481386946178986
133667,149.5283297870568
133669,37.47475283486658
133670,39.795318127144476
133671,46.245933855887856
133673,34.02846568997388
133674,41.30070090796273
133675,138.78639406259296
133677,36.18929240508224
133678,35.37432004230829
133679,46.52621357462915
133681,33.27657422819873
133682,39.036496576145495
133683,112.02882267677818
133685,33.40284061751212
133686,29.122957970509656
133687,43.89604901534305
133689,28.909699382969
133690,37.03699480451214
133691,74.9754482813755
133693,26.558027803789283
133694,21.328386907125186
133695,36.81947290275089
133697,25.60942989885568
133698,31.314027395016975
133699,56.29935000199018
133701,25.412963426409398
133702,19.041270655377108
133703,34.33252946546492
133705,24.48152391902812
133706,29.221032205396465
133707,45.93318451261298
133709,24.910415152516233
133710,20.913129075066
133711,32.40495756209931
133713,25.40771740924315
133714,27.312076446071334
133715,45.516900061219026
133717,25.29383778032087
133718,23.44829521377815
133719,34.63908157228683
133721,28.511073990811532
133722,27.134877541026547
133723,46.29185168576701
133725,26.23930811144249
133726,26.30069179818449
133727,37.52991150793537
133729,30.900340748602048
133730,28.706019201996952
133731,45.65680647657089
133733,27.191614523200286
133734,27.538458435288334
133735,38.954630648902516
133737,31.514392181657758
133738,28.744996371819482
133739,53.96303002815331
133741,33.51134619013994
133742,32.4621893067504
133743,41.422161344701706
133745,35.290150403555906
133746,33.42333162029033
133747,55.08689511335359
133749,41.37337244994444
133750,35.24581497989985
133751,40.37446120301923
133753,42.360926669168464
133754,38.32269572897801
133755,52.4683081101101
133757,46.67541993849382
133758,35.69823369975297
133759,38.40171026516679
133761,47.16504123635172
133762,40.66561680352215
133763,57.768804528467555
133765,57.72392625724109
133766,39.988139561501114
133767,41.79734688129113
133769,53.08964934946804
133770,51.31411261025041
133771,78.09629936078865
133773,71.66208409289517
133774,56.452701083850805
133775,56.294910599977726
133777,59.90608139397539
133778,69.92219162132734
133779,103.03363142756545
133781,83.38932402748448
133782,87.34187069618584
133783,84.96844770896132
133785,68.48938976843557
133786,86.45969223790621
133787,101.82572064249227
133789,68.52268380411834
133790,78.33209211087681
133791,80.16838508958276
133793,60.00237969793312
133794,86.4301281449843
133795,83.93804198923148
133797,49.48635736062115
133798,52.05210980567044
133799,54.80730322817968
133801,45.73970535153332
133802,62.6653772065918
133803,80.19071405317978
133805,38.93590895197724
133806,39.70638109392605
133807,37.654427431960826
133809,37.82118500227946
133810,46.67497303512373
133811,87.87941839761052
133813,32.593045962151145
133814,33.326296037803395
133815,33.6543362783339
133817,33.923536963311044
133818,38.19261552081298
133819,88.00841505204491
133820,29.924394961778713
133821,29.23346845500426
133822,30.767393596915152
133823,32.31053764432867
133824,32.15495023295385
133825,86.74349045431605
133826,29.100688555847853
133827,29.06671988325104
133828,29.210644964581157
133829,31.32653920463575
133830,32.523981486099046
133831,85.68116035738814
133832,29.08128477745602
133833,28.36138579878757
133834,28.802091991186224
133835,30.12744063531985
133836,31.990138137302242
133837,86.95856974131902
133838,29.842121573445773
133839,28.15595796583479
133840,30.177949276535205
133841,30.164269011424697
133842,31.154985025363644
133843,91.97761613783308
133844,29.997878556410846
133845,29.27931442448273
133846,31.473348876055027
133847,31.59474885645178
